Quote Number,Job Type Number,Customer,Email,Vehicle Registration Number,Vehicle Fleet Number,Vehicle Make,Vehicle Model,Issue Date,Due Date,Description,Category,Details,Unit Price,Quantity,Discount Percentage,Net Amount,Tax Amount,Total Amount,Taxable,Stock Number,Stock Name,Stock Category,Unit Cost,COGS,Inventory Asset Account Code,Inventory Asset Account Name,Sales Account Code,Sales Account Name,Salesperson,Created At,Updated At
10348,,Redrock Trading Co pty ltd,redrocktradingco1@gmail.com,,,,,06/08/2024,05/09/2024,T11225WDC53 - 11R22.5-16 WINDPOWER WDC53 DR,Truck Tyres,"",400.0,1.0,"",400.0,40.0,440.0,Y,T11225WDC53,11R22.5-16 WINDPOWER WDC53 DR,Truck Tyres,309.0,,,,,309.0,"",06/08/2024 15:45,06/08/2024 15:45
10348,,Redrock Trading Co pty ltd,redrocktradingco1@gmail.com,,,,,06/08/2024,05/09/2024,T11225WA1060 - 11R22.5 16PR XZY TRAILER Windforce WA1060,Truck Tyres,"",330.0,1.0,"",330.0,33.0,363.0,Y,T11225WA1060,11R22.5 16PR Windforce WA1060,Truck Tyres,204.0,,,,,204.0,"",06/08/2024 15:46,06/08/2024 15:46
10349,,ELDERS,dg_wandoan@elders.com.au,,,,,07/08/2024,06/09/2024,592170 - Cooper 235/55R18 104H XL ATT,4WD Tyres,"",303.0166,2.0,"",606.0332,60.6033,666.6365,Y,592170,Cooper 235/55R18 104H XL ATT,4WD Tyres,221.18,,,,,442.36,"",07/08/2024 11:09,07/08/2024 11:09
10349,,ELDERS,dg_wandoan@elders.com.au,,,,,07/08/2024,06/09/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",07/08/2024 11:10,07/08/2024 11:10
10349,,ELDERS,dg_wandoan@elders.com.au,,,,,07/08/2024,06/09/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",07/08/2024 11:10,07/08/2024 11:10
10349,,ELDERS,dg_wandoan@elders.com.au,,,,,07/08/2024,06/09/2024,LVR - Light Vehicle Tyre Rotation,Labour & Services,"",15.0,1.0,"",15.0,1.5,16.5,Y,LVR,Light Vehicle Tyre Rotation,Labour & Services,0.0,,,,,0.0,"",07/08/2024 11:10,07/08/2024 11:10
10350,,Avis Toowoomba,accounts@avisrent.com.au,161DG8,,Isuzu,MU-X,07/08/2024,06/09/2024,1111153 - Toyo 265/60R18 110H OPA32,4WD Tyres,"",373.5305,2.0,"",747.061,74.7061,821.7671,Y,1111153,Toyo 265/60R18 110H OPA32,4WD Tyres,272.65,,,,,545.3,"",07/08/2024 15:48,07/08/2024 15:48
10350,,Avis Toowoomba,accounts@avisrent.com.au,161DG8,,Isuzu,MU-X,07/08/2024,06/09/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",07/08/2024 15:48,07/08/2024 15:48
10350,,Avis Toowoomba,accounts@avisrent.com.au,161DG8,,Isuzu,MU-X,07/08/2024,06/09/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",07/08/2024 15:48,07/08/2024 15:48
10350,,Avis Toowoomba,accounts@avisrent.com.au,161DG8,,Isuzu,MU-X,07/08/2024,06/09/2024,LVR - Light Vehicle Tyre Rotation,Labour & Services,"",15.0,2.0,"",30.0,3.0,33.0,Y,LVR,Light Vehicle Tyre Rotation,Labour & Services,0.0,,,,,0.0,"",07/08/2024 15:49,07/08/2024 15:49
10351,,MK Bulk Haulage,mkbulkhaulage2craig@gmail.com,,,,,09/08/2024,08/09/2024,100EV1751Q - 11R22.5 16 PLY GAM 839 148/145 K GITI,Truck Tyres,11225,390.0,10.0,"",3900.0,390.0,4290.0,Y,100EV1751Q,11R22.5 16 PLY GAM 839 148/145 K GITI,Truck Tyres,360.0,,,,,3600.0,"",09/08/2024 09:26,09/08/2024 09:26
10352,16,RBY Projects pty ltd,accounts@rby.net.au,589I9C,LD009,Caterpillar,930H Loader,09/08/2024,08/09/2024,Mechanical,,Mechanical,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",09/08/2024 08:24,09/08/2024 08:45
10352,16,RBY Projects pty ltd,accounts@rby.net.au,589I9C,LD009,Caterpillar,930H Loader,09/08/2024,08/09/2024,2147636 - Arm Assembly (wiper),Parts,"",499.2691,1.0,"",499.2691,49.9269,549.196,Y,2147636,Arm Assembly (wiper),Parts,364.43,,,,,364.43,"",09/08/2024 08:24,09/08/2024 08:24
10352,16,RBY Projects pty ltd,accounts@rby.net.au,589I9C,LD009,Caterpillar,930H Loader,09/08/2024,08/09/2024,3445648462 - Blade (wiper a),Parts,"",109.1479,1.0,"",109.1479,10.9148,120.0627,Y,3445648462,Blade (wiper a),Parts,79.67,,,,,79.67,"",09/08/2024 08:25,09/08/2024 08:25
10352,16,RBY Projects pty ltd,accounts@rby.net.au,589I9C,LD009,Caterpillar,930H Loader,09/08/2024,08/09/2024,3E3805 - Cm Seal Stk (door),Parts,"",253.176,2.0,"",506.352,50.6352,556.9872,Y,3E3805,Cm Seal Stk (door),Parts,184.8,,,,,369.6,"",09/08/2024 08:25,09/08/2024 08:25
10352,16,RBY Projects pty ltd,accounts@rby.net.au,589I9C,LD009,Caterpillar,930H Loader,09/08/2024,08/09/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",120.0,2.0,"",240.0,24.0,264.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",09/08/2024 08:44,09/08/2024 08:44
10352,16,RBY Projects pty ltd,accounts@rby.net.au,589I9C,LD009,Caterpillar,930H Loader,09/08/2024,08/09/2024,WC - Workshop Consumables,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",09/08/2024 08:45,09/08/2024 08:45
10353,16,Justin Smith,justins1528@hotmail.com,15JDS,,Nissan,Navara,09/08/2024,08/09/2024,Mechanical,,Mechanical,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",09/08/2024 09:21,09/08/2024 09:23
10353,16,Justin Smith,justins1528@hotmail.com,15JDS,,Nissan,Navara,09/08/2024,08/09/2024,HI121330200 - 5w30 Synplus Hi-Tech Engine Oil,Mechanical,"",17.0,6.0,"",102.0,10.2,112.2,Y,HI121330200,5w30 Synplus Hi-Tech Engine Oil,Mechanical,7.11,,,,,42.66,"",09/08/2024 09:21,09/08/2024 09:21
10353,16,Justin Smith,justins1528@hotmail.com,15JDS,,Nissan,Navara,09/08/2024,08/09/2024,R2660P - FILTER CARTRIDGE-OIL,Parts,R2660P,37.675,1.0,"",37.675,3.7675,41.4425,Y,R2660P,FILTER CARTRIDGE-OIL,Parts,27.5,,,,,27.5,"",09/08/2024 09:22,09/08/2024 09:22
10353,16,Justin Smith,justins1528@hotmail.com,15JDS,,Nissan,Navara,09/08/2024,08/09/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",120.0,1.5,"",180.0,18.0,198.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",09/08/2024 09:22,09/08/2024 09:23
10353,16,Justin Smith,justins1528@hotmail.com,15JDS,,Nissan,Navara,09/08/2024,08/09/2024,WC - Workshop Consumables,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",09/08/2024 09:23,09/08/2024 09:23
10354,16,T & W Earthmoving,"accounts@twearthmoving.com.au, tim.collie@twearthmoving.com.au",XB26KE,CST396,Hino,FM 2628,13/08/2024,12/09/2024,Mechanical,,Mechanical,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",13/08/2024 15:31,13/08/2024 15:35
10354,16,T & W Earthmoving,"accounts@twearthmoving.com.au, tim.collie@twearthmoving.com.au",XB26KE,CST396,Hino,FM 2628,13/08/2024,12/09/2024,RDPMGB - Mud Guard RDP Black,Parts,"",104.5455,4.0,"",418.182,41.8182,460.0002,Y,RDPMGB,Mud Guard RDP Black,Parts,68.23,,,,,272.92,"",13/08/2024 15:33,13/08/2024 15:33
10354,16,T & W Earthmoving,"accounts@twearthmoving.com.au, tim.collie@twearthmoving.com.au",XB26KE,CST396,Hino,FM 2628,13/08/2024,12/09/2024,HB300 - Bracket Hanger Plastic Mudguard,Parts,"",12.7273,16.0,"",203.6368,20.3637,224.0005,Y,HB300,Bracket Hanger Plastic Mudguard,Parts,7.1,,,,,113.6,"",13/08/2024 15:33,13/08/2024 15:33
10354,16,T & W Earthmoving,"accounts@twearthmoving.com.au, tim.collie@twearthmoving.com.au",XB26KE,CST396,Hino,FM 2628,13/08/2024,12/09/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",120.0,4.0,"",480.0,48.0,528.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",13/08/2024 15:33,13/08/2024 15:33
10354,16,T & W Earthmoving,"accounts@twearthmoving.com.au, tim.collie@twearthmoving.com.au",XB26KE,CST396,Hino,FM 2628,13/08/2024,12/09/2024,FREIGHT - Freight,,"",60.0,1.0,"",60.0,6.0,66.0,Y,FREIGHT,Freight,,0.0,,,,,0.0,"",13/08/2024 15:35,13/08/2024 15:35
10355,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,TTR - Truck Tyre Repair,Labour & Services,"",66.95,2.0,"",133.9,13.39,147.29,Y,TTR,Truck Tyre Repair,Labour & Services,0.0,,,,,0.0,"",13/08/2024 15:33,21/08/2024 08:43
10355,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,2.0,"",66.0,6.6,72.6,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",13/08/2024 15:34,21/08/2024 08:42
10355,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,156146 - VALVE T T/L V3-22-1 V-8135L,Parts,"",5.78,1.0,"",5.78,0.578,6.358,Y,156146,VALVE T T/L V3-22-1 V-8135L,Parts,4.13,,,,,4.13,"",21/08/2024 08:42,21/08/2024 08:42
10355,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",32.0,2.0,"",64.0,6.4,70.4,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",21/08/2024 08:42,21/08/2024 08:42
10356,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,T25570225X - 255/70R22.5 X-Kaliber XKS1,Truck Tyres,"",309.0909,2.0,"",618.1818,61.8182,680.0,Y,T25570225X,255/70R22.5 X-Kaliber XKS1,Truck Tyres,214.0,,,,,428.0,"",13/08/2024 15:38,13/08/2024 15:38
10356,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,W825225DEMOUNT - 8.25 x 22.5 DEMOUNTBLE (SPIDER) STEEL,Rims,"",90.0,2.0,"",180.0,18.0,198.0,Y,W825225DEMOUNT,8.25 x 22.5 DEMOUNTBLE (SPIDER) STEEL,Rims,145.0,,,200,Sales,290.0,"",13/08/2024 15:45,21/08/2024 16:53
10356,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,2.0,"",66.0,6.6,72.6,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",13/08/2024 15:46,13/08/2024 15:46
10356,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,13/08/2024,12/09/2024,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",32.0,2.0,"",64.0,6.4,70.4,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",13/08/2024 15:46,13/08/2024 15:46
10357,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",772YOB,,Toyota,Hilux,21/08/2024,20/09/2024,New Tyres,,New Tyres,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",21/08/2024 11:47,21/08/2024 11:48
10357,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",772YOB,,Toyota,Hilux,21/08/2024,20/09/2024,Wheel Alignment,,Wheel Alignment,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",21/08/2024 11:47,21/08/2024 11:48
10357,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",772YOB,,Toyota,Hilux,21/08/2024,20/09/2024,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,"",383.0,2.0,"",766.0,76.6,842.6,Y,11000919,265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,259.61,,,,,519.22,"",21/08/2024 11:47,21/08/2024 11:47
10357,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",772YOB,,Toyota,Hilux,21/08/2024,20/09/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",21/08/2024 11:48,21/08/2024 11:48
10357,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",772YOB,,Toyota,Hilux,21/08/2024,20/09/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",21/08/2024 11:48,21/08/2024 11:48
10357,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",772YOB,,Toyota,Hilux,21/08/2024,20/09/2024,WA - Wheel Alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",21/08/2024 11:48,21/08/2024 11:48
10357,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",772YOB,,Toyota,Hilux,21/08/2024,20/09/2024,Rounding to 10c,,"",0.02,1.0,"",0.02,0,0.02,Y,,,,0.0,,,,,0.0,"",21/08/2024 11:48,21/08/2024 11:48
10358,,Trevor Struber,tmstruber@gmail.com,,,,,21/08/2024,20/09/2024,275/70R16 114T LTX FORCE,,"",400.0,1.0,"",400.0,40.0,440.0,Y,,,,0.0,,,,,0.0,"",21/08/2024 11:48,21/08/2024 11:48
10358,,Trevor Struber,tmstruber@gmail.com,,,,,21/08/2024,20/09/2024,LT31X10.50R15 109Q 6PR RAZR AT811 Maxxis,,"",350.0,1.0,"",350.0,35.0,385.0,Y,,,,0.0,,,,,0.0,"",21/08/2024 11:49,21/08/2024 11:49
10358,,Trevor Struber,tmstruber@gmail.com,,,,,21/08/2024,20/09/2024,31x10.5R15LT 109Q G016 X-AT - E4943,,"",340.0,1.0,"",340.0,34.0,374.0,Y,,,,0.0,,,,,0.0,"",21/08/2024 11:51,21/08/2024 11:51
10358,,Trevor Struber,tmstruber@gmail.com,,,,,21/08/2024,20/09/2024,31x10.50R15LT 109Q TL KR-601 KLEVER R/T KENDA,,"",325.0,1.0,"",325.0,32.5,357.5,Y,,,,0.0,,,,,0.0,"",21/08/2024 11:52,21/08/2024 11:52
10359,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,21/08/2024,20/09/2024,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,4.0,"",132.0,13.2,145.2,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",21/08/2024 16:15,21/08/2024 16:15
10359,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,21/08/2024,20/09/2024,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",32.0,4.0,"",128.0,12.8,140.8,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",21/08/2024 16:15,21/08/2024 16:15
10360,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,21/08/2024,20/09/2024,T25570225X - 255/70R22.5 X-Kaliber XKS1,Truck Tyres,"",309.0909,2.0,"",618.1818,61.8182,680.0,Y,T25570225X,255/70R22.5 X-Kaliber XKS1,Truck Tyres,189.0,,,,,378.0,"",21/08/2024 16:17,21/08/2024 16:17
10360,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,21/08/2024,20/09/2024,825225 - Second hand spider Rim,Second Hand,"",90.9091,2.0,"",181.8182,18.1818,200.0,Y,825225,Second hand spider Rim,Second Hand,0.0,,,,,0.0,"",21/08/2024 16:17,21/08/2024 16:17
10360,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,21/08/2024,20/09/2024,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,2.0,"",66.0,6.6,72.6,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",21/08/2024 16:17,21/08/2024 16:17
10361,12,Peter Marriott,,,,,,26/08/2024,25/09/2024,New Tyres,,New Tyres,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",26/08/2024 10:27,26/08/2024 10:30
10361,12,Peter Marriott,,,,,,26/08/2024,25/09/2024,1675755 - 265/75R16 LT Wrangler AT Silenttrac 123/120Q SS,4WD Tyres,"",409.0909,4.0,"",1636.3636,163.6364,1800.0,Y,1675755,265/75R16 LT Wrangler AT Silenttrac 123/120Q SS,4WD Tyres,312.0,,,,,1248.0,"",26/08/2024 10:29,26/08/2024 10:29
10362,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,28/08/2024,27/09/2024,TTR - Truck Tyre Repair,Labour & Services,"",66.95,2.0,"",133.9,13.39,147.29,Y,TTR,Truck Tyre Repair,Labour & Services,0.0,,,,,0.0,"",28/08/2024 15:04,28/08/2024 15:04
10363,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",541IK2,,Toyota,Hilux,29/08/2024,28/09/2024,Mechanical,,Mechanical,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",29/08/2024 09:29,29/08/2024 09:31
10363,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",541IK2,,Toyota,Hilux,29/08/2024,28/09/2024,Z418 - Z418 OILFILTER,Parts,OIL,22.0,1.0,"",22.0,2.2,24.2,Y,Z418,Z418 OILFILTER,Parts,14.68,,,,,14.68,"",29/08/2024 09:30,29/08/2024 09:30
10363,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",541IK2,,Toyota,Hilux,29/08/2024,28/09/2024,HI121330200 - 5w30 Synplus Hi-Tech Engine Oil,Mechanical,"",17.0,8.0,"",136.0,13.6,149.6,Y,HI121330200,5w30 Synplus Hi-Tech Engine Oil,Mechanical,7.11,,,,,56.88,"",29/08/2024 09:30,29/08/2024 09:30
10363,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",541IK2,,Toyota,Hilux,29/08/2024,28/09/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",120.0,2.0,"",240.0,24.0,264.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",29/08/2024 09:30,29/08/2024 09:30
10363,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",541IK2,,Toyota,Hilux,29/08/2024,28/09/2024,WC - Workshop Consumables,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",29/08/2024 09:30,29/08/2024 09:30
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,Mechanical,,Mechanical,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",02/09/2024 09:52,02/09/2024 09:56
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,RSK26 - SERVICE KIT - LANDCRUISER 1HZ,LV Filters and Kits,"",191.8,1.0,"",191.8,19.18,210.98,Y,RSK26,SERVICE KIT - LANDCRUISER 1HZ,LV Filters and Kits,140.0,,,,,140.0,"",02/09/2024 09:52,02/09/2024 09:55
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,HI222060200 - HiTec Fleetmaster CK-4 15W40,Oils & Grease,"",10.9091,12.0,"",130.9092,13.0909,144.0001,Y,HI222060200,HiTec Fleetmaster CK-4 15W40,Oils & Grease,5.53,,,,,66.35,"",02/09/2024 09:54,02/09/2024 09:55
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",120.0,2.0,"",240.0,24.0,264.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",02/09/2024 09:54,02/09/2024 09:55
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,WC - Workshop Consumables,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",02/09/2024 09:54,02/09/2024 09:55
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,New Tyres,,New Tyres,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",02/09/2024 09:52,02/09/2024 09:56
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,588889 - 265/65R17LT 120/117R AT3 LT BSW COOPER,4WD Tyres,"",304.5455,2.0,"",609.091,60.9091,670.0001,Y,588889,265/65R17LT 120/117R AT3 LT BSW COOPER,4WD Tyres,248.7,,,,,497.4,"",02/09/2024 09:59,02/09/2024 09:59
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",02/09/2024 09:55,02/09/2024 09:59
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,LVR - Light Vehicle Tyre Rotation,Labour & Services,"",15.0,2.0,"",30.0,3.0,33.0,Y,LVR,Light Vehicle Tyre Rotation,Labour & Services,0.0,,,,,0.0,"",02/09/2024 09:56,02/09/2024 09:59
10364,16,TOM CAMPBELL,,551JAB,,Toyota,LandCruiser,02/09/2024,02/10/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",02/09/2024 09:56,02/09/2024 09:59
10365,15,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,03/09/2024,03/10/2024,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,1.0,"",33.0,3.3,36.3,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",03/09/2024 08:28,03/09/2024 08:28
10366,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",495JL6,,Toyota,Hilux,04/09/2024,04/10/2024,Z418 - Z418 OILFILTER,Parts,OIL,22.0,1.0,"",22.0,2.2,24.2,Y,Z418,Z418 OILFILTER,Parts,14.68,,,,,14.68,"",04/09/2024 09:49,04/09/2024 09:49
10366,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",495JL6,,Toyota,Hilux,04/09/2024,04/10/2024,HI121330200 - 5w30 Synplus Hi-Tech Engine Oil,Mechanical,"",17.0,8.0,"",136.0,13.6,149.6,Y,HI121330200,5w30 Synplus Hi-Tech Engine Oil,Mechanical,7.11,,,,,56.88,"",04/09/2024 09:49,04/09/2024 09:49
10366,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",495JL6,,Toyota,Hilux,04/09/2024,04/10/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",120.0,2.0,"",240.0,24.0,264.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",04/09/2024 09:49,04/09/2024 09:49
10366,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",495JL6,,Toyota,Hilux,04/09/2024,04/10/2024,WC - Workshop Consumables,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",04/09/2024 09:49,04/09/2024 09:49
10367,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",425 YRW,CV304,Toyota ,Hilix,06/09/2024,06/10/2024,Mechanical,,Mechanical Service,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",06/09/2024 14:30,06/09/2024 14:30
10367,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",425 YRW,CV304,Toyota ,Hilix,06/09/2024,06/10/2024,RSK31C - Filter kit for Toyota Hilux 07/15-04/20,LV Filters and Kits,"",193.466,1.0,"",193.466,19.3466,212.8126,Y,RSK31C,Filter kit for Toyota Hilux 07/15-04/20,LV Filters and Kits,124.0,,,,,124.0,"",06/09/2024 14:30,06/09/2024 14:30
10367,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",425 YRW,CV304,Toyota ,Hilix,06/09/2024,06/10/2024,HI121330200 - 5w30 Synplus Hi-Tech Engine Oil,Mechanical,"",17.0,8.0,"",136.0,13.6,149.6,Y,HI121330200,5w30 Synplus Hi-Tech Engine Oil,Mechanical,7.11,,,,,56.88,"",06/09/2024 14:31,06/09/2024 14:31
10367,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",425 YRW,CV304,Toyota ,Hilix,06/09/2024,06/10/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",120.0,2.0,"",240.0,24.0,264.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",06/09/2024 14:31,06/09/2024 14:31
10367,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",425 YRW,CV304,Toyota ,Hilix,06/09/2024,06/10/2024,WC - Workshop Consumables,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",06/09/2024 14:31,06/09/2024 14:31
10367,16,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",425 YRW,CV304,Toyota ,Hilix,06/09/2024,06/10/2024,description,,Mechanical Repairs As Per List,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",06/09/2024 14:32,10/09/2024 10:40
