Reference,Billing Supplier,Billing Supplier Acc. No,Bill Reference,Date,Amount,Payment Type
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN443,2023-09-25 00:00:00 +1000,1648.54,other
,REPCO Chinchilla,"",3940363139,2023-09-29 00:00:00 +1000,51.48,other
,REPCO Chinchilla,"",1653750,2023-09-29 00:00:00 +1000,290.4,other
,REPCO Chinchilla,"",3940363251,2023-09-29 00:00:00 +1000,253.0,other
,TYRES 4U,"",ES958931,2024-05-08 18:45:14 +1000,1326.88,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN455,2023-09-25 00:00:00 +1000,1333.44,other
,Village Motors,,179280,2023-09-25 00:00:00 +1000,71.96,other
,Trailers R Us,,856592,2024-05-08 19:19:37 +1000,820.0,eft
,AFLO Equipment,,S93381,2023-08-09 00:00:00 +1000,3641.0,other
,CAPRICORN,049088-1,6474,2023-09-25 00:00:00 +1000,4275.04,other
,TECHKING AUSTRALIA,"",00011546,2023-09-29 00:00:00 +1000,3423.2,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN457,2023-09-25 00:00:00 +1000,85.87,other
,Bridgestone Australia,"",187116495,2023-09-29 00:00:00 +1000,387.59,other
,TYRES 4U,"",ES959111,2024-05-08 18:45:14 +1000,1035.38,eft
,TYRES 4U,"",ES959070,2024-05-08 18:45:14 +1000,1061.5,eft
,TECHKING AUSTRALIA,"",00011577,2023-09-29 00:00:00 +1000,3330.8,other
,REPCO Chinchilla,"",3160527013,2023-08-31 00:00:00 +1000,10.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1654741,2023-09-29 00:00:00 +1000,96.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1655054,2023-09-29 00:00:00 +1000,63.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1655043,2023-09-29 00:00:00 +1000,46.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1655038,2023-09-29 00:00:00 +1000,589.6,other
,TREADCARE QLD PTY LTD,,Q3296,2023-09-29 00:00:00 +1000,396.0,other
,REPCO Chinchilla,"",3940364123,2023-09-29 00:00:00 +1000,92.4,other
,Bridgestone Australia,"",187147445,2023-09-29 00:00:00 +1000,7724.64,other
,NETA TIRE SERVICE & SALES P/L,"",1826688,2024-05-08 19:19:55 +1000,294.8,eft
,TYRES 4U,"",ES959699,2024-05-08 18:45:14 +1000,728.88,eft
,TYRES 4U,"",,2024-05-08 18:45:14 +1000,172.26,eft
,eBay,,02-10296-47565,2023-07-17 09:19:37 +1000,3995.0,direct_debit
,TOP TYRES AUSTRAILIA PTY LTD,"",,2023-09-29 00:00:00 +1000,57.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",,2023-09-29 00:00:00 +1000,572.0,other
3940364277,REPCO Chinchilla,"",3940364260,2023-08-15 10:36:00 +1000,61.6,unspecified
,FREEDOM TYRES,"",04083461,2023-09-29 00:00:00 +1000,2182.4,other
,REPCO Chinchilla,"",3940364278,2023-09-29 00:00:00 +1000,61.6,other
,TYRES 4U,"",ES959964,2024-05-08 18:45:14 +1000,1566.44,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN479,2023-09-25 00:00:00 +1000,2747.39,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN480,2023-09-25 00:00:00 +1000,355.32,other
,DYNAMIC WHEELS,"",2480925,2023-09-29 00:00:00 +1000,99.0,other
,TREADCARE QLD PTY LTD,,Q3321,2023-09-29 00:00:00 +1000,3300.0,other
EC044530,TYRES 4U,"",ES960007,2023-08-25 17:18:36 +1000,969.38,unspecified
,TYRES 4U,"",ES959688,2024-05-08 18:45:14 +1000,969.38,eft
,TYRES 4U,"",ES960304,2024-05-08 18:45:14 +1000,14866.5,eft
,MULLINS WHEELS,"",1857432,2023-09-29 00:00:00 +1000,967.12,other
,AUSTRALIAN TYRE TRADERS,"",392529,2023-09-29 00:00:00 +1000,481.8,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN481,2023-09-25 00:00:00 +1000,591.47,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN483,2023-09-25 00:00:00 +1000,343.44,other
,REMA TIP TOP AUSTRALIA PTY LTD,"",1979713,2023-09-29 00:00:00 +1000,1416.06,other
,Baxters MTQ,6_2,297080,2023-09-29 00:00:00 +1000,251.72,other
,TECHKING AUSTRALIA,"",00011695,2023-09-29 00:00:00 +1000,22000.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1656669,2023-09-29 00:00:00 +1000,352.0,other
,TREADCARE QLD PTY LTD,,Q282,2024-05-08 19:10:58 +1000,6776.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1656996,2023-09-29 00:00:00 +1000,323.4,other
,TYRES 4U,"",SO500068,2024-05-08 18:45:14 +1000,569.25,eft
,TYRES 4U,"",ES960653,2024-05-08 18:45:14 +1000,783.9,eft
,TYRES 4U,"",ES960564,2024-05-08 18:45:14 +1000,6270.0,eft
,NETA TIRE SERVICE & SALES P/L,"",1830141,2023-09-29 00:00:00 +1000,294.8,other
,BSC MOTION TECHNOLOGY,"",TW41-0000389002,2023-08-31 00:00:00 +1000,596.68,other
,BSC MOTION TECHNOLOGY,"",TW41-0000389047,2023-08-31 00:00:00 +1000,63.05,other
,BSC MOTION TECHNOLOGY,"",TW41-0000389347,2023-08-31 00:00:00 +1000,44.14,other
,BSC MOTION TECHNOLOGY,"",TW41-0000391104,2023-08-31 00:00:00 +1000,180.74,other
,ATOC Auto,,114541,2023-08-17 13:20:44 +1000,296.5,credit
,TEMPE TYRE & WHEEL CENTRE,,04480046,2023-08-23 13:38:18 +1000,728.0,credit
,TYRES 4U,"",SO500069,2024-05-08 18:45:14 +1000,1606.0,eft
,TYRES 4U,"",ES960986,2024-05-08 18:45:14 +1000,1408.92,eft
,TYRES 4U,"",ES960950,2024-05-08 18:45:14 +1000,704.0,eft
,TYRES 4U,"",ES960558,2024-05-08 18:45:14 +1000,138.6,eft
,TYRES 4U,"",ES960870,2024-05-08 18:45:14 +1000,1645.6,eft
,REPCO Chinchilla,"",3940364833,2023-09-29 00:00:00 +1000,371.8,other
,AUSTRALIAN TYRE TRADERS,"",393018,2023-09-29 00:00:00 +1000,688.6,other
,KWT Imports,"",K333400,2023-09-29 00:00:00 +1000,39.4,other
,HASTINGS DEERING,"",2015861788,2023-08-31 00:00:00 +1000,665.08,other
,TYRES 4U,"",VS467998,2024-05-08 18:45:14 +1000,965.8,eft
EC044345,TYRES 4U,"",ES960880,2023-06-09 14:49:39 +1000,197.14,unspecified
,TYRES 4U,"",ES960880,2024-05-08 18:45:14 +1000,132.86,eft
,TYRES 4U,"",ES961159,2024-05-08 18:45:14 +1000,1457.76,eft
,Savcom,"",2145603,2023-09-25 00:00:00 +1000,612.61,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1657324,2023-09-29 00:00:00 +1000,38.5,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1657218,2023-09-29 00:00:00 +1000,539.0,other
,REPCO Chinchilla,"",3940365050,2023-09-29 00:00:00 +1000,116.6,other
,TYREMAX,"",5737413/01,2023-09-29 00:00:00 +1000,254.06,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1657825,2023-09-29 00:00:00 +1000,33.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1657812,2023-09-29 00:00:00 +1000,22.0,other
,TYRES 4U,"",DU146926,2024-05-08 18:45:14 +1000,3349.5,eft
,TYRES 4U,"",ES961383,2024-05-08 18:45:14 +1000,134.83,eft
,TYRES 4U,"",ES961111,2024-05-08 18:45:14 +1000,1856.25,eft
,EXCLUSIVE TYRES,"",10872492,2023-09-29 00:00:00 +1000,959.46,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN508,2023-09-25 00:00:00 +1000,1724.51,other
,HASTINGS DEERING,"",2015883291,2023-08-31 00:00:00 +1000,157.3,other
,HASTINGS DEERING,"",2015972732,2023-09-29 00:00:00 +1000,276.45,other
,DYNAMIC WHEELS,"",2475715,2023-08-31 00:00:00 +1000,411.4,other
,REPCO Chinchilla,"",3940363470,2023-09-29 00:00:00 +1000,45.65,other
,REPCO Chinchilla,"",3940363838,2023-09-29 00:00:00 +1000,258.5,other
,TECHKING AUSTRALIA,"",00011677,2023-09-29 00:00:00 +1000,3330.8,other
,TREADCARE QLD PTY LTD,,Q3373,2023-09-29 00:00:00 +1000,1485.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1657999,2023-09-29 00:00:00 +1000,220.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1658013,2023-09-29 00:00:00 +1000,158.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1658027,2023-09-29 00:00:00 +1000,44.0,other
,TYRES 4U,"",ES961540,2024-05-08 18:45:14 +1000,896.5,eft
,TYRES 4U,"",ES961041,2024-05-08 18:45:14 +1000,3135.0,eft
,TYRES 4U,"",ES961497,2024-05-08 18:45:14 +1000,760.14,eft
,TYRES 4U,"",ES960647,2024-05-08 18:45:14 +1000,569.25,eft
,REPCO Chinchilla,"",3940365145,2023-09-29 00:00:00 +1000,36.92,other
,REPCO Chinchilla,"",3940365269,2023-09-29 00:00:00 +1000,89.32,other
,AFLO Equipment,,,2023-09-29 00:00:00 +1000,9223.5,other
,REPCO Chinchilla,"",3940365453,2023-09-29 00:00:00 +1000,90.21,other
,EXCLUSIVE TYRES,"",10872596,2023-09-29 00:00:00 +1000,306.9,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN518,2023-09-25 00:00:00 +1000,1733.24,other
,TYRES 4U,"",ES961940,2024-05-08 18:45:14 +1000,627.92,eft
,REPCO Chinchilla,"",3940365551,2023-09-29 00:00:00 +1000,112.2,other
,REPCO Chinchilla,"",3940365478,2023-09-29 00:00:00 +1000,17.82,other
,Auto Parts Supply,,N317046,2023-09-04 10:46:48 +1000,61.28,eftpos
,Auto Parts Supply,,N141294,2023-09-04 10:50:17 +1000,232.5,eftpos
,Auto Parts Supply,,N136020,2023-08-18 10:53:19 +1000,70.99,eftpos
,TYREMAX,"",5738281/01,2023-09-29 00:00:00 +1000,3435.96,other
,REPCO Chinchilla,"",3940365593,2023-09-29 00:00:00 +1000,37.4,other
,REPCO Chinchilla,"",3940365717,2023-09-29 00:00:00 +1000,52.53,other
,ATLAS TYRES,"",28452,2023-09-29 00:00:00 +1000,2189.0,other
,TYRES 4U,"",ES962338,2024-05-08 18:45:14 +1000,598.95,eft
,TYRES 4U,"",ES961858,2024-05-08 18:45:14 +1000,1570.8,eft
,TYRES 4U,"",ES962209,2024-05-08 18:45:14 +1000,1327.96,eft
,TYRES 4U,"",ES962190,2024-05-08 18:45:14 +1000,674.87,eft
,TYRES 4U,"",ES961885,2024-05-08 18:45:14 +1000,2468.4,eft
,TYRES 4U,"",ES961881,2024-05-08 18:45:14 +1000,1645.6,eft
,TYRES 4U,"",ES961949,2024-05-08 18:45:14 +1000,1963.5,eft
,TYRES 4U,"",ES962355,2024-05-08 18:45:14 +1000,358.03,eft
,TYRES 4U,"",ES962442,2024-05-08 18:45:14 +1000,823.01,eft
,TYRES 4U,"",ES962282,2024-05-08 18:45:14 +1000,3762.0,eft
,REPCO Chinchilla,"",3940365891,2024-05-08 18:53:30 +1000,110.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1659274,2023-10-31 00:00:00 +1000,325.6,other
,BLACK TOYOTA,"",PI53026601,2023-10-31 00:00:00 +1000,601.85,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1659555,2023-10-31 00:00:00 +1000,360.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1659579,2023-10-31 00:00:00 +1000,41.8,other
,EXCLUSIVE TYRES,"",10872896,2023-10-31 00:00:00 +1000,752.73,other
,TYRES 4U,"",ES962724,2024-05-08 18:45:14 +1000,1892.62,eft
,TYRES 4U,"",ES962642,2024-05-08 18:45:14 +1000,793.64,eft
,TYRES 4U,"",ES962736,2024-05-08 18:45:14 +1000,1511.25,eft
,BSC MOTION TECHNOLOGY,"",TW41-0000393572,2023-09-29 00:00:00 +1000,26.31,other
,BSC MOTION TECHNOLOGY,"",TW41-0000393965,2023-09-29 00:00:00 +1000,26.35,other
,BSC MOTION TECHNOLOGY,"",TW41-0000394382,2023-09-29 00:00:00 +1000,99.48,other
,BSC MOTION TECHNOLOGY,"",TW41-0000394125,2023-09-29 00:00:00 +1000,198.97,other
,Sparesbox,,1838183,2023-09-07 14:19:27 +1000,1010.85,eftpos
,TOP TYRES AUSTRAILIA PTY LTD,"",1659797,2023-10-31 00:00:00 +1000,316.8,other
,TYRES 4U,"",ES962834,2024-05-08 18:45:14 +1000,344.52,eft
,TYRES 4U,"",ES962859,2024-05-08 18:45:14 +1000,503.25,eft
,TYRES 4U,"",ES962713,2024-05-08 18:45:14 +1000,528.72,eft
,ENIRGI POWER STORAGE PTY LTD,"",M59TIN282,2023-10-25 00:00:00 +1000,642.09,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN537,2023-10-25 00:00:00 +1000,372.5,other
,Energi Power,"",B27TIN538,2023-10-25 00:00:00 +1000,2788.93,other
,TYRES 4U,"",ES963451,2024-05-08 18:45:14 +1000,3976.5,eft
,TYRES 4U,"",ES963541,2024-05-08 18:45:14 +1000,914.94,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1660548,2023-10-31 00:00:00 +1000,893.2,other
,ENIRGI POWER STORAGE PTY LTD,"",B86TIN287,2023-10-25 00:00:00 +1000,493.06,other
,TYRES 4U,"",ES962863,2024-05-08 18:45:14 +1000,1344.75,eft
,TITAN AUSTRALIA PTY LTD,"",PSI362124,2023-10-31 00:00:00 +1000,19644.24,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1660898,2023-10-31 00:00:00 +1000,21964.8,other
,TYRES 4U,"",ES963917,2024-05-08 18:45:14 +1000,336.6,eft
,AFLO Equipment,,207200,2023-09-29 00:00:00 +1000,786.5,other
,TREADCARE QLD PTY LTD,,Q3456,2023-10-31 00:00:00 +1000,3542.0,other
,TREADCARE QLD PTY LTD,,Q3442,2023-10-31 00:00:00 +1000,220.0,other
,REMA TIP TOP AUSTRALIA PTY LTD,"",1984138,2023-09-29 00:00:00 +1000,42.86,other
,TREADCARE QLD PTY LTD,,Q3477,2023-10-31 00:00:00 +1000,990.0,other
,TREADCARE QLD PTY LTD,,Q3479,2023-10-31 00:00:00 +1000,2490.4,other
,Wandoan Home Hardware,,101094654,2023-10-31 00:00:00 +1000,40.85,other
,TREADCARE QLD PTY LTD,,Q3494,2023-10-31 00:00:00 +1000,3388.0,other
2077478-000001,Western Truck Group,,2077478-000001,2023-09-15 10:49:15 +1000,629.35,eftpos
,REMA TIP TOP AUSTRALIA PTY LTD,"",1988810,2023-10-31 00:00:00 +1000,259.36,other
,REMA TIP TOP AUSTRALIA PTY LTD,"",1988804,2023-10-31 00:00:00 +1000,1108.62,other
,REPCO Chinchilla,"",3940367120,2023-10-31 00:00:00 +1000,334.4,other
,REPCO Chinchilla,"",3940366802,2023-10-31 00:00:00 +1000,271.7,other
,Baxters MTQ,6_2,324192,2023-10-31 00:00:00 +1000,138.73,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1662025,2023-10-31 00:00:00 +1000,367.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1662345,2023-10-31 00:00:00 +1000,167.2,other
,MULLINS WHEELS,"",1861101,2023-10-31 00:00:00 +1000,1199.0,other
,ATLAS TYRES,"",28603,2023-10-31 00:00:00 +1000,2189.0,other
,REPCO Chinchilla,"",3940366298,2023-10-31 00:00:00 +1000,598.49,other
,REPCO Chinchilla,"",3940366298,2024-05-08 18:53:30 +1000,70.31,eft
,REPCO Chinchilla,"",3940366351,2023-10-31 00:00:00 +1000,71.56,other
,REPCO Chinchilla,"",3940366479,2023-10-31 00:00:00 +1000,26.4,other
B27CRE14,ENIRGI POWER STORAGE PTY LTD,"",B27TIN561,2023-05-25 09:39:43 +1000,518.63,unspecified
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN561,2023-10-25 00:00:00 +1000,3272.5,other
,REPCO Chinchilla,"",3940364827,2023-09-29 00:00:00 +1000,19.95,other
,Baxters MTQ,6_2,310318,2023-09-29 00:00:00 +1000,77.61,other
,Baxters MTQ,6_2,310235,2023-09-29 00:00:00 +1000,163.61,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1653818,2023-09-29 00:00:00 +1000,275.0,other
,Baxters MTQ,6_2,299559,2023-09-29 00:00:00 +1000,240.24,other
,TYREMAX,"",5733478/01,2023-09-29 00:00:00 +1000,167.02,other
,REPCO Chinchilla,"",3940367734,2023-10-31 00:00:00 +1000,260.7,other
,REPCO Chinchilla,"",394036789,2024-05-08 18:53:30 +1000,863.5,eft
,TYRES 4U,"",ES965296,2024-05-08 18:45:14 +1000,271.02,eft
,Bridgestone Australia,"",187363365,2023-10-31 00:00:00 +1000,2482.08,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1662647,2023-10-31 00:00:00 +1000,387.2,other
,REPCO Chinchilla,"",3940367589,2023-10-31 00:00:00 +1000,863.5,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN568,2024-05-08 19:15:43 +1000,2105.62,eft
,REPCO Chinchilla,"",3940366480,2023-10-31 00:00:00 +1000,150.7,other
,REPCO Chinchilla,"",3940366594,2023-10-31 00:00:00 +1000,89.32,other
,REPCO Chinchilla,"",3940367017,2023-10-31 00:00:00 +1000,798.6,other
,REPCO Chinchilla,"",3940368042,2023-10-31 00:00:00 +1000,62.7,other
,REPCO Chinchilla,"",3940368205,2023-10-31 00:00:00 +1000,254.1,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1663450,2023-10-31 00:00:00 +1000,30.8,other
,Wandoan Home Hardware,,101094927,2023-10-31 00:00:00 +1000,9.5,other
,TYRES 4U,"",ES964859,2024-05-08 18:45:14 +1000,316.8,eft
,Wandoan Home Hardware,,101094945,2023-10-31 00:00:00 +1000,1.2,other
,TYRES 4U,"",ES965772,2024-05-08 18:45:14 +1000,391.14,eft
,Baxters MTQ,6_2,330529,2023-10-31 00:00:00 +1000,594.59,other
,TYRES 4U,"",ES965892,2023-09-22 00:00:00 +1000,977.68,other
,EAGLE S.M.F. TYRE ACCESSORIES,"",186699,2024-05-08 19:21:07 +1000,104.5,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN591,2023-10-25 00:00:00 +1000,103.37,other
,TYRES 4U,"",ES966194,2024-05-08 18:45:14 +1000,269.65,eft
,TECHKING AUSTRALIA,"",00011999,2024-05-08 19:11:29 +1000,5489.0,eft
,TYRES 4U,"",ES966193,2024-05-08 18:45:14 +1000,674.87,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1664470,2023-10-31 00:00:00 +1000,448.8,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN595,2024-05-08 19:15:43 +1000,1578.5,eft
,TYRES 4U,"",ES966271,2024-05-08 18:45:14 +1000,1692.31,eft
,TYRES 4U,"",ES966391,2024-05-08 18:45:14 +1000,2349.77,eft
,Wandoan Home Hardware,,101095071,2024-05-08 19:01:36 +1000,26.9,eft
,TECHKING AUSTRALIA,"",00011998,2024-05-08 19:11:29 +1000,21956.0,eft
,TYRES 4U,"",ES966516,2024-05-08 18:45:14 +1000,2083.0,eft
,TYRES 4U,"",ES965905,2024-05-08 18:45:14 +1000,163.35,eft
,TYRES 4U,"",ES965964,2024-05-08 18:45:14 +1000,1691.25,eft
,TYRES 4U,"",ES964527,2024-05-08 18:45:14 +1000,69.3,eft
,TYRES 4U,"",ES964407,2024-05-08 18:45:14 +1000,820.05,eft
,TECHKING AUSTRALIA,"",00012031,2024-05-08 19:11:29 +1000,4224.0,eft
,FREEDOM TYRES,"",04085692,2024-05-08 19:20:41 +1000,1977.36,eft
,Baxters MTQ,6_2,327110,2023-10-31 00:00:00 +1000,163.15,other
449387,Mick Tighe 4x4,,53252,2023-09-27 13:23:42 +1000,70.2,eftpos
,TYRES 4U,"",ES965255,2024-05-08 18:45:14 +1000,69.3,eft
,ATLAS TYRES,"",28619,2023-10-31 00:00:00 +1000,334.4,other
,TYREMAX,"",5786782,2023-10-31 00:00:00 +1000,1115.66,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1661989,2023-10-31 00:00:00 +1000,143.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1665066,2024-05-08 18:58:53 +1000,382.8,eft
,TYRES 4U,"",SO500071,2024-05-08 18:45:14 +1000,6021.4,eft
,Savcom,"",2149658,2024-05-08 18:50:16 +1000,971.48,eft
,Toyo Tyre Australia pty ltd,"",231216299,2024-05-08 19:21:31 +1000,1648.35,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1665267,2024-05-08 18:58:53 +1000,145.2,eft
,Wandoan Home Hardware,,101095116,2024-05-08 19:01:36 +1000,6.95,eft
,Supercheap Auto Services,"",350764717,2023-09-25 00:00:00 +1000,39.97,other
,MX Store,378949,N102832625,2023-09-21 00:00:00 +1000,219.95,other
,MX Store,378949,N102823204,2023-09-13 00:00:00 +1000,68.9,other
,REPCO Chinchilla,"",3940368852,2024-05-08 18:53:30 +1000,342.01,eft
2246A,Winch World,,2246A,2023-10-06 08:32:40 +1000,1485.0,eftpos
,TOP TYRES AUSTRAILIA PTY LTD,"",1665226,2024-05-08 18:58:53 +1000,1548.8,eft
,TYRES 4U,"",ES966555,2024-05-08 18:45:14 +1000,2409.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1665309,2024-05-08 18:58:53 +1000,290.4,eft
,TYRES 4U,"",ES966854,2024-05-08 18:45:14 +1000,336.6,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1665801,2024-05-08 18:58:53 +1000,1023.0,eft
,DYNAMIC WHEELS,"",2489667,2024-05-08 18:59:57 +1000,369.6,eft
,NETA TIRE SERVICE & SALES P/L,"",1851160,2024-05-08 19:19:55 +1000,950.4,eft
,Wandoan Home Hardware,,101095231,2024-05-08 19:01:36 +1000,13.9,eft
,EXCLUSIVE TYRES,"",10874226,2024-05-08 18:57:45 +1000,1139.6,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1666263,2024-05-08 18:58:53 +1000,325.6,eft
,TYRES 4U,"",ES967483,2024-05-08 18:45:14 +1000,763.93,eft
,DYNAMIC WHEELS,"",2489900,2024-05-08 18:59:57 +1000,85.8,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1666431,2024-05-08 18:58:53 +1000,404.8,eft
,TYRES 4U,"",ES967707,2024-05-08 18:45:14 +1000,464.51,eft
,REPCO Chinchilla,"",3940369379,2024-05-08 18:53:30 +1000,100.65,eft
,Bridgestone Australia,"",187465281,2024-05-08 18:58:16 +1000,13997.54,eft
,REPCO Chinchilla,"",3940369426,2024-05-08 18:53:30 +1000,199.1,eft
,TYRES 4U,"",ES967388,2023-11-17 00:00:00 +1000,6760.95,other
,TYRES 4U,"",ES967388,2024-05-08 18:45:14 +1000,829.05,eft
,TYRES 4U,"",ES967366,2023-11-17 00:00:00 +1000,1346.4,other
,TYRES 4U,"",ES967398,2024-05-08 18:45:14 +1000,4466.0,eft
,TYRES 4U,"",ES967955,2024-05-08 18:45:14 +1000,1041.5,eft
,TYRES 4U,"",ES967903,2024-05-08 18:45:14 +1000,6270.0,eft
,Wandoan Home Hardware,,101095291,2024-05-08 19:01:36 +1000,18.45,eft
111400017607,Black Truck & AG,"",1803909,2023-10-11 11:10:20 +1000,435.3,eftpos
N78173,Trailers R Us,,N78173,2023-10-16 08:13:28 +1000,68.06,eftpos
,TOP TYRES AUSTRAILIA PTY LTD,"",1667082,2024-05-08 18:58:53 +1000,1135.2,eft
,REMA TIP TOP AUSTRALIA PTY LTD,"",1997930,2024-05-08 19:09:06 +1000,860.17,eft
,EXCLUSIVE TYRES,"",10874384,2024-05-08 18:57:45 +1000,1720.22,eft
,TYRES 4U,"",ES968054,2023-11-17 00:00:00 +1000,2587.75,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1667136,2024-05-08 18:58:53 +1000,660.0,eft
,REPCO Chinchilla,"",3940369711,2024-05-08 18:53:30 +1000,59.0,eft
,TYRES 4U,"",ES968017,2023-11-17 00:00:00 +1000,385.0,other
,REPCO Chinchilla,"",3940369757,2024-05-08 18:53:30 +1000,304.02,eft
,Gas Strut Australia,,18077,2023-10-16 00:00:00 +1000,352.0,other
,Bridgestone Australia,"",187486002,2024-05-08 18:58:16 +1000,5702.64,eft
,TYRES 4U,"",ES968408,2023-11-17 00:00:00 +1000,820.29,other
,Savcom,"",2150804,2024-05-08 18:50:16 +1000,2266.6,eft
,Savcom,"",2149658AA,2024-05-08 18:50:16 +1000,201.08,eft
006941,MILES ENGINEERING,"",M0408625,2023-10-17 15:24:08 +1000,33.9,eftpos
489318,Black Truck & AG,"",1804750,2023-10-17 16:16:39 +1000,171.06,eftpos
N102626300,MX Store,378949,N102626300,2023-03-31 07:59:24 +1000,342.79,eftpos
,TECHKING AUSTRALIA,"",00012073,2024-05-08 19:11:29 +1000,4840.0,eft
,TYRES 4U,"",ES968601,2023-11-17 00:00:00 +1000,825.44,other
,Bridgestone Australia,"",187495638,2024-05-08 18:58:16 +1000,5702.64,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1659430,2023-10-31 00:00:00 +1000,316.8,other
,TECHKING AUSTRALIA,"",00011857,2023-10-31 00:00:00 +1000,27445.0,other
,TECHKING AUSTRALIA,"",00011908,2023-10-31 00:00:00 +1000,4818.0,other
,NTL Tyres,,00005574,2024-05-08 19:14:37 +1000,3036.0,eft
,FREEDOM TYRES,"",04085130,2023-10-31 00:00:00 +1000,583.44,other
,EXCLUSIVE TYRES,"",10873551,2023-10-31 00:00:00 +1000,1848.0,other
,ATLAS TYRES,"",10028642,2023-10-31 00:00:00 +1000,2675.2,other
,Energi Power,"",B27TIN645,2024-05-08 19:22:32 +1000,700.14,eft
,TYRES 4U,"",ES967986,2023-11-17 00:00:00 +1000,1893.38,other
,TYRES 4U,"",ES968691,2023-11-17 00:00:00 +1000,341.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1668416,2024-05-08 18:58:53 +1000,211.21,eft
,EXCLUSIVE TYRES,"",10874616,2024-05-08 18:57:45 +1000,594.0,eft
,REPCO Chinchilla,"",3940370147,2024-05-08 18:53:30 +1000,342.01,eft
,REMA TIP TOP AUSTRALIA PTY LTD,"",1988746,2023-10-31 00:00:00 +1000,32.17,other
,REPCO Chinchilla,"",3940370251,2024-05-08 18:53:30 +1000,228.01,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1668654,2024-05-08 18:58:53 +1000,809.6,eft
,TREADCARE QLD PTY LTD,,Q3698,2024-05-08 19:10:58 +1000,2904.0,eft
,REPCO Chinchilla,"",3940366462,2023-10-31 00:00:00 +1000,11.4,other
,TYRES 4U,"",ES958997,2024-05-08 18:45:14 +1000,1011.78,eft
,OTR Australia,,SQ372679,2024-05-08 19:17:27 +1000,16280.0,eft
,REPCO Chinchilla,"",3940370357,2024-05-08 18:53:30 +1000,304.02,eft
,TYRES 4U,"",ES969011,2023-11-17 00:00:00 +1000,2623.5,other
,TYRES 4U,"",ES969111,2023-11-17 00:00:00 +1000,44.66,other
,REPCO Chinchilla,"",3940370417,2024-05-08 18:53:30 +1000,69.83,eft
,TYRES 4U,"",ES969345,2023-11-17 00:00:00 +1000,1093.32,other
,EXCLUSIVE TYRES,"",10874793,2024-05-08 18:57:45 +1000,1139.6,eft
,FREEDOM TYRES,"",04086688,2024-05-08 19:20:41 +1000,2020.48,eft
,TYRES 4U,"",SO500033,2023-11-17 00:00:00 +1000,2420.0,other
,TYRES 4U,"",ES969580,2023-11-17 00:00:00 +1000,364.44,other
